,Geography,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,Bulk GTIN
20895,Phoenix/Tucson,2022-06-12 ,Conventional,1.124108393,1240152,398376,88440,2728,154785,595824
20896,Phoenix/Tucson,2022-06-05 ,Conventional,1.355427113,1036321,301635,117914,2852,148940,464980
20897,Phoenix/Tucson,2022-05-29 ,Conventional,1.365338946,1005946,299558,132400,3270,149958,420760
20898,Phoenix/Tucson,2022-05-22 ,Conventional,1.422002876,952334,274535,104373,3634,164804,404987
20899,Pittsburgh,2022-06-12 ,Conventional,1.618191075,107639,47054,4185,0,22620,33780
20900,Pittsburgh,2022-06-05 ,Conventional,1.580526645,116529,47446,4041,15,29788,35238
20901,Pittsburgh,2022-05-29 ,Conventional,1.599978453,123423,49998,3395,1,29052,40977
20902,Pittsburgh,2022-05-22 ,Conventional,1.689524221,115456,49703,3678,76,31895,30105
20903,Portland,2022-06-12 ,Conventional,1.44209101,685780,161429,28829,4445,114275,376803
20904,Portland,2022-06-05 ,Conventional,1.546232808,643696,132111,30170,4407,109587,367421
20905,Portland,2022-05-29 ,Conventional,1.574819514,592101,128519,29777,4560,105712,323534
20906,Portland,2022-05-22 ,Conventional,1.590880408,581078,116269,30178,4782,114872,314976
20907,Providence,2022-06-12 ,Conventional,1.869933468,72599,19799,28705,56,16771,7268
20908,Providence,2022-06-05 ,Conventional,1.880271656,79709,24626,30375,13,15392,9304
20909,Providence,2022-05-29 ,Conventional,1.883225354,73233,21577,28287,19,16707,6642
20910,Providence,2022-05-22 ,Conventional,1.831951174,79494,23999,30275,43,17988,7189
20911,Raleigh/Greensboro,2022-06-12 ,Conventional,1.548428321,363036,147804,64995,1560,131817,16860
20912,Raleigh/Greensboro,2022-06-05 ,Conventional,1.59570941,395480,169545,62443,1816,143294,18383
20913,Raleigh/Greensboro,2022-05-29 ,Conventional,1.606358299,392330,167353,64698,1716,140616,17946
20914,Raleigh/Greensboro,2022-05-22 ,Conventional,1.573814185,382134,155067,59760,2314,145737,19257
20915,Richmond/Norfolk,2022-06-12 ,Conventional,1.487619545,273984,91228,43605,140,79490,59521
20916,Richmond/Norfolk,2022-06-05 ,Conventional,1.567167174,275392,80214,40211,198,81144,73625
20917,Richmond/Norfolk,2022-05-29 ,Conventional,1.61684769,268255,88730,39066,134,84618,55706
20918,Richmond/Norfolk,2022-05-22 ,Conventional,1.59223666,269835,89733,37098,297,95004,47704
20919,Roanoke,2022-06-12 ,Conventional,1.434867429,171942,62483,14583,9,39917,54950
20920,Roanoke,2022-06-05 ,Conventional,1.463889023,177629,62747,12908,7,39743,62223
20921,Roanoke,2022-05-29 ,Conventional,1.549644498,161419,59697,12205,21,43694,45802
20922,Roanoke,2022-05-22 ,Conventional,1.546473442,158444,56773,12146,53,47768,41703
20923,Sacramento,2022-06-12 ,Conventional,1.838844567,402613,103237,125959,730,80914,91774
20924,Sacramento,2022-06-05 ,Conventional,1.805518047,429047,119065,115694,636,72383,121269
20925,Sacramento,2022-05-29 ,Conventional,1.804431173,407019,103610,116468,1375,82278,103288
20926,Sacramento,2022-05-22 ,Conventional,1.808920538,381697,94875,112506,1483,79854,92979
20927,San Diego,2022-06-12 ,Conventional,1.556057158,468341,101585,9079,7613,151761,198304
20928,San Diego,2022-06-05 ,Conventional,1.539786804,471277,103497,8708,6110,151384,201579
20929,San Diego,2022-05-29 ,Conventional,1.546483709,468436,99056,8598,6336,149358,205088
20930,San Diego,2022-05-22 ,Conventional,1.579527629,453064,91027,8139,9803,142680,201415
20931,San Francisco,2022-06-12 ,Conventional,1.774964416,694296,175608,105566,1626,134285,277210
20932,San Francisco,2022-06-05 ,Conventional,1.708643534,887621,253778,84583,1472,120590,427197
20933,San Francisco,2022-05-29 ,Conventional,1.745116578,693995,172004,82352,2951,129866,306822
20934,San Francisco,2022-05-22 ,Conventional,1.740334763,663092,164110,80351,3008,124877,290746
20935,Seattle,2022-06-12 ,Conventional,1.706580915,533033,113556,37240,67,121155,261016
20936,Seattle,2022-06-05 ,Conventional,1.882682403,455703,75322,37775,53,126311,216242
20937,Seattle,2022-05-29 ,Conventional,1.874180355,499238,89925,36074,44,101775,271421
20938,Seattle,2022-05-22 ,Conventional,1.926888954,452154,73243,39545,247,114645,224474
20939,South Carolina,2022-06-12 ,Conventional,1.533143393,466398,205582,52028,246,135754,72789
20940,South Carolina,2022-06-05 ,Conventional,1.538714992,472085,199892,43870,327,131516,96480
20941,South Carolina,2022-05-29 ,Conventional,1.572003665,483402,214432,44161,348,143460,81002
20942,South Carolina,2022-05-22 ,Conventional,1.541664661,465709,198352,40333,409,148073,78541
20943,Spokane,2022-06-12 ,Conventional,1.548101558,80549,21101,4753,0,18241,36454
20944,Spokane,2022-06-05 ,Conventional,1.706735228,66876,15050,5639,0,17849,28338
20945,Spokane,2022-05-29 ,Conventional,1.689859177,71188,16885,4708,5,14298,35292
20946,Spokane,2022-05-22 ,Conventional,1.75350638,63251,14371,4885,7,15322,28666
20947,St. Louis,2022-06-12 ,Conventional,1.380080242,208917,73019,5893,0,60621,69384
20948,St. Louis,2022-06-05 ,Conventional,1.378514347,203893,72479,5559,21,59058,66776
20949,St. Louis,2022-05-29 ,Conventional,1.364686313,205197,69140,5421,10,62152,68475
20950,St. Louis,2022-05-22 ,Conventional,1.352775022,200931,68899,5867,161,64487,61518
20951,Syracuse,2022-06-12 ,Conventional,1.558610334,69570,10758,29653,377,26909,1872
20952,Syracuse,2022-06-05 ,Conventional,1.56817423,68719,12807,27450,297,27891,274
20953,Syracuse,2022-05-29 ,Conventional,1.551328431,73627,13648,29037,365,29950,628
20954,Syracuse,2022-05-22 ,Conventional,1.565940039,73021,15111,26309,354,26944,4302
20955,Tampa,2022-06-12 ,Conventional,1.411811432,455864,199085,14342,24,105841,136573
20956,Tampa,2022-06-05 ,Conventional,1.499625755,454412,209488,13677,125,97456,133666
20957,Tampa,2022-05-29 ,Conventional,1.494061577,449942,212373,10884,81,88222,138381
20958,Tampa,2022-05-22 ,Conventional,1.484337137,456531,210049,13215,524,97758,134985
20959,Toledo,2022-06-12 ,Conventional,1.322131924,148590,49281,8830,822,22603,67054
20960,Toledo,2022-06-05 ,Conventional,1.556387637,114652,35946,8564,887,27504,41751
20961,Toledo,2022-05-29 ,Conventional,1.569955188,123823,36918,11311,1387,24316,49891
20962,Toledo,2022-05-22 ,Conventional,1.513419418,111717,35747,7849,748,24949,42425
20963,West Tex/New Mexico,2022-06-12 ,Conventional,1.364494984,809013,241793,63235,2763,271913,229309
20964,West Tex/New Mexico,2022-06-05 ,Conventional,1.367206177,764348,216785,64019,3454,272878,207212
20965,West Tex/New Mexico,2022-05-29 ,Conventional,1.412167905,731838,210265,71033,3270,256346,190923
20966,West Tex/New Mexico,2022-05-22 ,Conventional,1.403050425,766309,214549,62245,3523,289832,196160
20967,Wichita,2022-06-12 ,Conventional,1.226492807,117444,27250,2360,0,22727,65106
20968,Wichita,2022-06-05 ,Conventional,1.339271144,101144,27252,2245,38,19999,51610
20969,Wichita,2022-05-29 ,Conventional,1.386716544,90748,22362,1799,5,21459,45123
20970,Wichita,2022-05-22 ,Conventional,1.373343678,90685,21239,1446,55,21421,46523
20971,California,2022-06-12 ,Conventional,1.655019986,5203172,1376667,431541,71206,1249438,2074321
20972,California,2022-06-05 ,Conventional,1.619588564,5429426,1516594,365322,49832,1181332,2316347
20973,California,2022-05-29 ,Conventional,1.634970327,5146308,1377562,366977,57779,1205910,2138080
20974,California,2022-05-22 ,Conventional,1.650771817,4995835,1277928,352899,94646,1239255,2031106
20975,Great Lakes,2022-06-12 ,Conventional,1.462407349,4047447,1151361,441420,47996,815228,1591442
20976,Great Lakes,2022-06-05 ,Conventional,1.565893435,3618350,985149,389345,43308,990073,1210474
20977,Great Lakes,2022-05-29 ,Conventional,1.613722435,3701009,966113,498709,61286,830993,1343909
20978,Great Lakes,2022-05-22 ,Conventional,1.606862936,3364069,908156,373047,51949,833088,1197829
20979,Midsouth,2022-06-12 ,Conventional,1.46469911,3556388,1304262,532081,6704,1099001,614340
20980,Midsouth,2022-06-05 ,Conventional,1.516887616,3680602,1279598,489369,7380,1177701,726553
20981,Midsouth,2022-05-29 ,Conventional,1.574197154,3568083,1342133,494068,7189,1174155,550539
20982,Midsouth,2022-05-22 ,Conventional,1.555002923,3501912,1275759,459257,9625,1221091,536180
20983,Northeast,2022-06-12 ,Conventional,1.601184969,4442762,962427,1720572,6536,1519214,234013
20984,Northeast,2022-06-05 ,Conventional,1.502196178,5683271,1256108,2781552,4995,1322961,317655
20985,Northeast,2022-05-29 ,Conventional,1.690116097,4701671,1257008,1817101,3302,1363461,260799
20986,Northeast,2022-05-22 ,Conventional,1.687503399,4756655,1261042,1799237,8185,1402573,285617
20987,Plains,2022-06-12 ,Conventional,1.536498116,1802692,655081,265180,1169,494399,386863
20988,Plains,2022-06-05 ,Conventional,1.575023181,1764265,662763,278399,675,471590,350837
20989,Plains,2022-05-29 ,Conventional,1.601629371,1701782,599526,279437,975,479717,342127
20990,Plains,2022-05-22 ,Conventional,1.586195447,1686771,574927,256339,7403,494283,353819
20991,South Central,2022-06-12 ,Conventional,1.307688595,4241002,1554133,372234,31281,1146946,1136410
20992,South Central,2022-06-05 ,Conventional,1.30470927,4462965,1850460,362807,30446,1069451,1149801
20993,South Central,2022-05-29 ,Conventional,1.365678793,4171393,1781952,326340,23236,1055751,984113
20994,South Central,2022-05-22 ,Conventional,1.340119826,4142277,1685734,310645,31391,1142924,971583
20995,Southeast,2022-06-12 ,Conventional,1.48439153,4358230,2061265,183416,865,1039062,1073622
20996,Southeast,2022-06-05 ,Conventional,1.502981687,4478092,2142382,153836,2286,994879,1184709
20997,Southeast,2022-05-29 ,Conventional,1.532229777,4393519,2168176,147337,1713,994588,1081705
20998,Southeast,2022-05-22 ,Conventional,1.517241828,4326017,2099358,153193,4344,1058201,1010921
20999,West,2022-06-12 ,Conventional,1.413109841,6675707,1700043,483967,15421,1304009,3172266
21000,West,2022-06-05 ,Conventional,1.49763285,6026401,1459910,486156,14445,1273638,2792252
21001,West,2022-05-29 ,Conventional,1.549501897,5877431,1401375,488352,14777,1200099,2772828
21002,West,2022-05-22 ,Conventional,1.610007788,5654321,1275596,411227,17420,1311035,2639043
21003,Total U.S.,2022-06-12 ,Conventional,1.487781241,34327400,10765239,4430409,181179,8667298,10283276
21004,Total U.S.,2022-06-05 ,Conventional,1.506323603,35143372,11152965,5306786,153368,8481624,10048628
21005,Total U.S.,2022-05-29 ,Conventional,1.569729369,33261195,10893844,4418320,170256,8304674,9474100
21006,Total U.S.,2022-05-22 ,Conventional,1.573299988,32427858,10358499,4115845,224965,8702451,9026098
21007,Albany,2022-06-12 ,Organic,1.996726072,3811,742,0,769,5520,5927
21008,Albany,2022-06-05 ,Organic,2.275222485,2615,920,0,799,3768,4102
21009,Albany,2022-05-29 ,Organic,2.056054584,3545,1058,6,770,5075,5359
21010,Albany,2022-05-22 ,Organic,2.124968508,2861,931,0,771,3886,4290
21011,Atlanta,2022-06-12 ,Organic,2.145818404,24828,4780,0,24689,22612,23729
21012,Atlanta,2022-06-05 ,Organic,2.184810948,30020,6207,0,33267,25099,26023
21013,Atlanta,2022-05-29 ,Organic,2.433604941,24518,6332,0,35079,17473,18056
21014,Atlanta,2022-05-22 ,Organic,2.3904993,23637,6536,0,32292,15497,17438
21015,Baltimore/Washington,2022-06-12 ,Organic,1.889323819,60133,15285,0,11319,76704,85643
21016,Baltimore/Washington,2022-06-05 ,Organic,2.113383759,51472,15804,40,12779,68899,78940
21017,Baltimore/Washington,2022-05-29 ,Organic,1.961206585,54930,12581,36,10866,67641,82926
21018,Baltimore/Washington,2022-05-22 ,Organic,1.735707035,55310,10134,11,6203,70182,78995
21019,Birmingham/Montgomery,2022-06-12 ,Organic,1.724715087,16271,617,0,1676,23831,25668
21020,Birmingham/Montgomery,2022-06-05 ,Organic,1.690426798,19843,644,0,2049,27693,30741
21021,Birmingham/Montgomery,2022-05-29 ,Organic,1.817658857,11969,610,0,2237,17108,18815
21022,Birmingham/Montgomery,2022-05-22 ,Organic,2.013154452,11266,742,0,2560,17871,19313
21023,Boise,2022-06-12 ,Organic,2.86283543,4673,1464,0,9250,2371,2371
21024,Boise,2022-06-05 ,Organic,2.972909063,5420,1698,0,12363,1616,1616
21025,Boise,2022-05-29 ,Organic,3.026284549,4637,1422,0,9949,2287,2287
21026,Boise,2022-05-22 ,Organic,2.9875905,5513,1278,0,12070,2733,2733
21027,Boston,2022-06-12 ,Organic,1.968777701,36536,3692,0,1761,61049,65807
21028,Boston,2022-06-05 ,Organic,1.937591648,36500,4886,0,1699,58106,63792
21029,Boston,2022-05-29 ,Organic,1.912390791,36236,4998,0,1574,56891,61971
21030,Boston,2022-05-22 ,Organic,1.903537584,35741,4357,0,1674,56607,61512
21031,Buffalo/Rochester,2022-06-12 ,Organic,1.572414443,14374,219,0,0,20559,20611
21032,Buffalo/Rochester,2022-06-05 ,Organic,1.696221522,12431,208,0,0,18203,18933
21033,Buffalo/Rochester,2022-05-29 ,Organic,1.724366714,13331,217,0,0,19736,20285
21034,Buffalo/Rochester,2022-05-22 ,Organic,1.65899533,13613,312,0,0,20543,20543
21035,Charlotte,2022-06-12 ,Organic,1.844540942,20507,7872,84,3165,25173,26193
21036,Charlotte,2022-06-05 ,Organic,1.798895255,17061,7832,14,1615,18896,20674
21037,Charlotte,2022-05-29 ,Organic,1.816875187,18127,7975,70,1232,21962,23218
21038,Charlotte,2022-05-22 ,Organic,1.834797715,17809,9112,33,683,21340,22450
21039,Chicago,2022-06-12 ,Organic,1.455102487,29389,4477,0,4807,24097,32631
21040,Chicago,2022-06-05 ,Organic,1.770435857,29355,4614,0,16651,20084,29811
21041,Chicago,2022-05-29 ,Organic,1.58676314,44853,4772,0,24555,23725,40602
21042,Chicago,2022-05-22 ,Organic,1.76780045,33336,4598,0,24282,18646,28920
21043,Cincinnati/Dayton,2022-06-12 ,Organic,2.531610155,12820,4709,0,23587,4002,4002
21044,Cincinnati/Dayton,2022-06-05 ,Organic,2.651878057,11701,4607,0,23367,2670,2987
